979627	Вот мужчина, он же член Государственного совета Российской Федерации, давайте вспомним, что он там для того, чтобы страстно ругаться за стоечкой.
979808	заслужил талон на печеньку!👍
979145	А с чего Медуза решила что по иностранным паспортам можно получить кредит? Въехать в страну по ним можно, на работу могут взять если есть разрешение, но в банках кредиты не дадут ни гражданину с паспортом ДНР ни паспортом Нигерии ибо слишком рискованно)
979303	вот теперь может дойдёт! Хотя и сейчас сомневаюсь.... 😊
979627	Жирик как всегда врёт - это не дурацкий, это АНТИКОНСТИТУЦИОННЫЙ закон, а они все преступники
979767	если ес и сша попросят, как они это уже делали в 1812 г, в 1941г, мы ответим!!!!
979627	Ну чего же так, люди о ВВЖ?((( Его аж сам сАААкашваллли приказал потопить с Лужком. Едва второго Столыпина, не потеряли. Радетеля мля .... Отечества.
979808	У меня мироточит залупа! Требую церковную комиссию!
979590	пример предвыборной популистской ереси.к примеру, такой же пример недавно случился в Чехии - премьер-министр посчитал, что 4,5 миллиона населения получает зарплату меньше 48 тысяч крон (106 тысяч рублей) - и решил их голоса завоевать, введя "прогрессивную шкалу налогообложения" - с богатых брать намного больше (очень намного, к примеру, у зарплат под 100 тысяч крон - около 220 тысяч рублей) - налог в месяц увеличился бы на 14 тысяч крон (30 тысяч рублей) в месяц. это очень ощутимо. так вот вместо голосов "бедных" избирателей - всякого рода быдла со строек, уборщиков и цыганья, господин министр получил такую обструкцию, что ему пришлось этот порог чуть ли не в два раза повысить. кроме того, от тех умных людей, которые получают меньше 48 тысяч, он получил самую жестокую обструкцию - что он тем самым принуждает качественных специалистов уезжать, не учиться, набирать тех, кто получает меньше, всё то своё время, что они потратили на учёбу и карьеру - на него просто плюют и забирают их деньги в угоду бедным.в общем, народ понял, что это - чистый популизм перед выборами, премьер пошёл на попятную. адекватная реакция на все эти царские популистские помилования должна быть - их и сажать-то не за что было! а не "царь хороший". а будет всё наоборот.
979627	не мудаки и отвлекатели от реальности . как футбол и прочие спорты . пойло для лохов  
979767	я бля, что, где-то ракеты установил? Я как-то права русских ущемляю? Очнись, больше половины россии зомбировано ящиком. Они готовы при любой возможности уничтожать целые страны со своей культурой и историей. А главное почему? Да потому что им так сказали сверху. Спросил бы ты их лет 10 назад их мнение о США, ЕС и Украине, людям было бы класть на них.
979303	-А помните деды воевали?-Я помню-а помните Крым присоединили?-Я помню-а помните доллар по 25рублей?-я помню 
979303	галочки проставят. Заранее. Результат уже известен. 😃
979145	где "там"? Дядя у тебя галлюцинации и голоса в голове или что?)))
979808	that's the joke
979145	с таким паспортом зато можно российский паспорт быстро получить
979767	повоюем и в Сирии и если нужно и в любом другом месте. Мы сейчас собираем подписи по петицией к Верховному Главнокомандующему РФ с требование, в случае агрессии нато по отношению к России ответный удар наносить по бельгии как штаб-квартире нато, сша, канаде, англии, франции и германии В ПЕРВУЮ ОЧЕРЕДЬ, а во вторую очередь по стране с территории которой будет осуществлена агрессия, никто в уголке НЕ ОТСИДИТСЯ!!!
979058	А если не бросит политику , то будет хахлам в АТО туалетную бумагу возить как Пашинин .😆😆😆
979732	Егоръ, есвовцы и сшасавцы мне напоминают СВИНЕЙ от рыл которых отодвигают чан со жратвой и у СВИНЕЙ СРАЗУ ПАНИКА!!! Я живу в Омске вечный огонь на памятниках горит!!!!
979732	Продолжайте, пожалуйста, вы делаете этот топик прекрасным!❤
979145	Ну так правильно, хватило чеченских авизо в начале 90-х.
979526	Все эти помилования - попытка подкупить электорат. Компенсаций нет, наказаний за неправомерный приговор - тоже. Более того, это даже не отмена приговора. Так, кость собакам.
979767	И ГОРЖУСЬ ЭТИМ!!!!
979627	Медуза, я вас люблю!!!!
979732	ВЕЧНЫЙ ОГОНЬ, НА МОГИЛЕ ПАВШИХ В РЕВОЛЮЦИИ. БАТРАЦКАЯ МОГИЛА ТАМ. ВЕТЕРАНЫ НИ ПРИ ЧЁМ.
979767	я твой посыл понял, НО! "Спросил бы ты их лет 10 назад их мнение о США, ЕС и Украине, людям было бы класть на них." - да полностью согласен с тобой. Но описанная тобой ситуация неправильна. У людей должна быть как гражданская так и военная позиция, не навязанная!!! сверху. А неправильна описанная тобой позиция, потому что в данную минуту на военной базе США в польше установленны около 20 ракет с ядерной БЧ нацеленные конкретно на тебя и меня. Было бы, именно честно ответить тем же в Кубе или Венесуелле. Я к тому что иногда ватаны говорят разумные вещи, возможно навязанные. А тётка с которой ты спорил, она - да, дно ватное
979627	Гениально!
979145	да, я выше написал.
979808	Поклонская хуйни не скажит
979356	я думаю Польша больше подходитUPD, блин уже пошутили про Польшу (
979767	В 1812 МЫ ДОШЛИ ДО ПАРИЖА , В 1945 ДО БЕРМИНА, НУЖНО БУДЕТ ДОЙДЕМ И ДО ФАШИНГТОНА!!!!
979808	я вижу таких как ты на медузе, вот это уже действительно чудо
979438	Оказывается либертоту корёжит от всех действий Путина😂Пусть и дальше у вышеваты бомбит❗😏
979145	Я бы с такими "паспортами" тож не стал работать 😄 
979404	Ох уж эти новости столицы. В моем городе и тротуаров то нет
979767	8 марта же. Подарок сделал. Настоящий мужик.
979145	при чем тут Крым? в Крыму давно паспорта Российские)
979710	судя по всему ты хорошо разбираешься в искусстве, раз делаешь такие заявления? Рерих - признаный миром художник, фотки Блаватской к этому вообще никак не относятся. 
979627	Почувствовали угрозу. Но только я все равно за Навального проголосую.
979808	Поклонская попросит проверить церковную миссию на предмет оскорбления чувств верующих.
979106	ес и сша УБИЙЦЫ и ТЕРРОРИСТЫ №1 Далеко до них КНДР!!! 
979404	Срочно в номер!!! В столице прохладненько, кто-то поскользнулся!!!!!
979767	ты хоть читать умеешь или у тебя мозг засох от патриотизма? Война в Сирии идет НЕ за родину, следовательно твои мысли не имеют никакой основы. Во-вторых, ВГРФ не будет слушать простушку-ватницу с Таганрога, куда наносить удар в случае агрессии))
979732	все говорят "докажи, что не горит", а ты докажи, что горит
979710	Агентов суки ищут?!
979627	можете поподробнее об этом рассказать? Если не сложно
979145	так она под них и постит
979808	может то сама поклонская мироточит?
979808	национал-социалист
979145	да. Государства Украина, согласно российскому же законодательству.
979526	в такой ситуации нужно дважды подумать, а не отправлять фотографии, человеку так или иначе связанному с внутренними ведомостями.Интересы государства в первую очередь.
979627	Угу. Единственный голосует, единственный предлагает.
979303	Еще можно заранее проставить галочку
979627	Так-так, что тут у нас? Мыши против сыра?
979767	Пиздец, просто пиздец, тут даже слов не находится.
979058	Начинал классно , а потом бред какой то пошел .
979808	ждала этого ))) но каковы одноклеточные,они что думали . никто проверять не будет? то есть даже не знают как петр первый поступил с этими мироточащими безумцами. мда...
979732	Во всей России:Не забудем!@ Забыли
979590	только свистни - он по яйцам
979526	Интересы государства? Чего, простите? Я, конечно всё понимаю, но человеческая жизнь важнее всяких государственных перепетий а также грызни политиков и военных. Так что я лучше дам знать, чтобы спасали жизни, чем буду потом читать новости о том, что где-то на каком-то фронте столько-то убитых и раненных. Хотите воевать? Без проблем, но мирное население не трожьте.
979710	>Рерих тот еше мракобесА можно поподробнее?
979808	Мне все-таки кажется, что у г-жи Поклонской мироточит не бюст, а что похуже.
979627	Жириновский единственный, кто реально работает в Думе
979303	18 марта - 2014 года - воскресенье18 марта - 2018 года - воскресеньеВ следующий раз такое произойдет через 25042 лет.Сохрани себе на стенку, чтобы не забыть
979438	И жизнь в радость, когда не знаешь что такое АТО
979145	Во вы дибилы, кредиты не дают по документам другой страны нигде в мире. То что эти документы признаются, не значит что на них выдадут кредитПриедьте в Париж получать кредит с паспортом РФ - вас нахер пошлютИли в США с паспортом Германии - тоже нах с пляжа!
979590	Начало подготовки выборов Путина Российской Федерации 2018 года
979627	Ах, да. Хорошая статья, кого-то защищает, но используют ее в основном не по назначению.
979767	опять же ты делаешь выводы,которые сам себе надумал,гном фантазер.Я лишь называю вещи своими именами - ты псевдоинтеллектуал и законченный мракобес,который в споре с любым человеком прибегает к давно задроченному методу "СОПЕРНИК ПРАВ И ПОБЕЖДАЕТ?НАЗОВИ ЕГО ВАТНИКОМ".Бывай,даунито.
979084	не могу с вами согласиться. Рекламные боты заполняют графу исходя из предпочтений целевой аудитории. Давление и пропаганда массивная, конечно, но в моде именно атеизм. Потому что это позволяет показать, что человек на переднем крае прогресса при минимуме затрат.
979492	протянет если с перерывами)
979526	подарочек к 8 марта)0))0))
979106	в одно место себе засадить дадите, на радость всех еврогеев, которых вы так не любите.
979526	идиот. Допустим, у тебя родственник в Грузии и ты ему пишешь: "вещички собирай, в сторону твоей страны БТР идут", а потом тебя посадили за "госизмену". Приятно будет?
979627	Ребят, это же настоящая оттепель ! Теперь за мысль не сажать будут, а всего лишь штрафовать, похоже светло будущее и правда не далеко.
979710	Рерих тот еше мракобес. Пусть сожрут друг друга
979303	За гитлирушу я бы сголосовал..хочется разнообразия😈😈😇😇😇😇😇😇😇
979084	я не хочу спорить о том, какая точка взгляда правильная. Я лишь говорю, что совсем незначительное число людей сейчас приходят к атеизму после тщательного изучения вопроса. Большая часть называет себя атеистами только потому что это модно. Завтра станет модным православие - оденут крестики и будут срать в комментариях о том, как правильно креститься.
979732	ВЕЧНЫЙ ОГОНЬ@ НЕ ВЕЧНЫЙ
979438	Думается, это стандартная форма указа о поммловании. Ходорковского с той же формулировкой освобождали.
979627	походу в госдуме тоже весна наступила. начались кошачие вопли
979084	Фу, кумыс.. Его ж пить невозможно.
979145	когда постоянно звонят с предложениями кредитов и присылают о них СМС забываешь что есть у банков какая-то ещё деятельность)
979145	по секрету скажу - ничерта не изменится. Не верьте сладким речам этих пиздаболов. У них и Грозный должен был быть туристическим центром. Уже 12 лет ждем, ждем и не дождемся. А вот повышение тарифов это я вам обещаю - будет по расписанию.
979808	и почему ты думаешь, что вещи не могут мироточить? У меня после пьянки в машине стекла мироточат, что это по твоему не чудо ли господне? :-P
979145	Резюме такое - кредит на "документ лнрднр" не получить. Зато в е..ло можно получить. И это правильно. 😃
979732	ОН горит!!!
979526	не согласен. Не всякая человеческая жизнь ценна. Вот жизнь вашего оппонента говна не стоит, раз он считает, что интересы государства превыше всего.
979732	сук
979590	Павидлович остался
979808	Проверьте Поклонскую на вменяемость, пожалуйста
979808	Что? Как? Эта чертова новость мне, все лето под вопрос поставила!
979438	Слёзы восторга не дают мне говорить. Того и гляди замироточит при жизни.
979145	Разве наши банки часто выдают кредиты иностранным гражданам?
979303	вы ошибаетесь. Если будут знать, что завтра их сменят и могут начать расследовать коррупционные делишки,то аппетит явно поубавится. А навороваться,чтоб хватило они не могут. Пример,Димон и его дворцы.
979526	а ничего, что этот сообщение может поставить под угрозу важнейшую операцию? На войне действуют совсем другие правила.
979106	это у вас майДАНУТЫХ методички!!!
979084	извиняюсь за вброс, но Далай-лама там на интервью не мироточил? а то, кажется, это стало модным вдруг.
979590	почему идиотка - вы, а стыдно мне? Стыдно, что я живу в одной стране с такими, как вы.
979526	заметьте, мы уже не особенно удивляемся таким историям...."Человек привыкает ко всему ... даже к факту собственной смерти. Особенно к своей смерти. Наверное, вы могли бы рубить человеку голову три раза в день на протяжении двадцати лет, и то он привык бы к этому и плакал бы как ребенок, если бы вы перестали..."(с)
979732	Позорище.
979526	если вас трамвай задавит, вы, конечно, вскрикнете, раз задавит, два задавит, а потом привыкнете)
979627	и что отменят закон? чья подпись под законом стоит?
979438	Так у нас в стране к этому общеправовому принципу обращаться может только президент, или что?
979627	Когда его принимали, он считал его сверхгениальным
979303	>ыыыы нитакой как фсе, посмотрити я хочу голосовать за человека, истреблявшего нации
979767	к бюсту-то царскому успела приложиться?
979121	Аренда пакета из ЦУМа!
979767	на придурков пришла посмотреть!!!!
979767	ахахаххаах
979438	Димона прикрывает что ли добрыми деяниями
979808	Эх, жаль! А бюст Ленину? Точно нет? Хорошо смотрели?
979689	ракамакафо еее
979808	скоро и в оффлайне будешь вслух так говорить
979808	Новости современной светской страны
979438	Дело к выборам!
979145	Ну все правильно, зачем банкам террористов финансировать
979767	скорее уж показать
979145	Ну кредиты они и так не могут брать, потому что они для РФ иностранные граждане, граждане Украины. Согласно законодательству РФ "паспорт лнрднр" это "документ, выданный временными администрациями Луг. и Дон. областей Украины. "Признание" касалось только хождения определенного вида украинского документа, а лохи опять купились.
979627	Wake Up, Neo...ой, Владимир Вольфович
979808	Поклеп на царя! Эти попы в тюрьму захотели?
979808	Только верующие до такого идиотизма додуматься могли. Адекватные бы проверять не стали -и так понятно, что ничего не мироточит, и кого тут и надо проверять, так это поклонская на вменяемость
979808	Ну вы и лопухи. У вас даже бюст не мироточит.
979106	Скоро и мы их догоним
979145	Экономика > Политика
979808	я либерал-сатанист
979590	Нет никакой тенденции, нет никакого тренда. Есть ситуативное реагирование, направленное на поднятие рейтинга власти.
979627	куда лучше чем сидеть в тюрьме
979767	👈 не кормить этого жырно+тролля! И точка!  Ибо даже у облезшего ватника не может быть настолько запущенная стадия ФГМ.
979438	Да один фиг, все попрётесь на выборы и проголосует 97 % за него, чё сопли то дуть, а кто лучше?
979808	Ну ясно же, что у Поклонской крыша течет
979084	Ну хватит уже продвигать всякую сжвшную шваль, ну серьезно
979240	АУЕ
979145	Крым постепенно вычухивается от укро-разрухи, зверского дерибана и забвения. Не все сразу, пока да, соотношение цена-качество оставляет желать лучшего.
979732	А ПОЧЕМУ Я ДОЛЖНА ВАМ ВЕРИТЬ, ЕСЛИ СВОИМИ ГЛАЗАМИ ВИЖУ, ЧТО ВЕЧНЫЙ ОГОНЬ ГОРИТ.
979767	Медуза, у вас чатики сломались. В консоли куча ошибок
979767	а чого прізвище в тебе українське? М? Здається мені, що ти агент СБУ.
979627	"...Ну как можно за мысль? Штраф давайте!" Ахах. Ахаха 😄
979808	Церковная комиссия в 2017 году. Окей.
979492	Уверен, все будет круто.
979526	Чет много подарочков в последнее время
979404	Чот не шапито Представьте, сколько людей получило как минимум ушибы
979732	ВЕЧНЫЙ ОГОНЬ В ОМСКЕ ГОРИТ!!!
979145	почему нет?
979808	Хорошей химозой закинулась Поклонская. Вот что таблетки дивртворящие делают.
979590	Выборы скоро, однако.
979145	Интересно даже, за сколько через пару месяцев начнут этими паспортами торговать?
979808	Он обычно мироточит по утрам. Перед завтраком.
979106	Это все сделано путиным чтобы отвлечь нас от Шурыгиной!!!
979627	У Вольфыча опять галоперидол иссяк?
979303	явку обеспечат бюллетенями не явившихся.
979084	я про Оливера в целом
979058	но ведь все все понимают: под котом здесь подразумевается Путин, а котоман - это, очевидно, ватан.
979145	а гражданин Украины для банков РФ - иностранный гражданин. Так что с кредитами и банковскими услугами все посложнее
979627	это пиар власти не более в общей грызне кланов  
979145	Если " Сбербанк " не под санкциями , тогда понятно ... А если уже под санкциями , то должно быть уже одинаково .
979732	блять, ты даже потроллить нормально не можешь
979106	ЯдреныйКим: "А ты знаешь что такое безумие?!"
979732	Анонс новости подкреплен мемом, и сразу в комментариях лентач нарисовался. Какой кошмар
979145	это делает честь российским банкам
979145	себе помогите, дяденька
979303	Разве ООН, международное сообщество признало Крым территорией РФ, чтобы проводимые там выборы считались легитимными? Кто признает такие выборы? Просто интересно. Мина замедленного действия какая-то
979767	что ты здесь забыла, блаженная?
979145	Они и в Крыму не особо хотят работать.
979526	статью прочитай, школьник убогий. какие фотографии? какие блять потери? ты вообще знаешь, что это за конфликт? вот таким точно лучше уроки делать, а не в интернете сидеть, как бы ни заезженно
979438	Предвыборная компания ввп
979767	хочу тебя расстроить, но ни я, ни моя бабка никого не ненавидит. Все люди относятся к одному роду - человеческому. Нет нацистов, нет негров, нет красных, нет белых. Все мы- люди. Войны движимы деньгами и амбициями политиков для завоевания новых территорий и развития своего влияния на отдаленные участки земли. Именно поэтому ты, мой дорогой русский ватник, можешь продолжать нести свои офигительно рациональные мысли кому-нибудь другому, а не мне)
979084	самое забавное, что у большинства из них главный аргумент ровно тот же, что и у приверженцев любой религии, "я верю, что все так устроено".
979356	ну вы поняли... 
979732	пф, и почему я должен верить незнакомому человеку? Вот у меня надежные источники говорят, что прямо сейчас не горит
979438	да нее, прост ночью случился секс, вот и подобрел чуток)
979438	Краааабэе, Царяаа храни!!!
979732	Собственно, я не против. Лишняя трата топлива.
979732	Вечный огонь в Омске горит.
979590	Царь хороший, бояре плохие, старая русская традиция
979732	докажите, что он горит
979106	Пиздец начинается
979145	ну почему не перспективный? Упал бы Крым Тайланду - они бы уже туристическую Мекку восточной Европы сделали бы. А так только историческая ценность остается, база черноморского флота и попилить весь местный крупный бизнес под Москву. Так что я хз, чему радуются обыватели. Я наоборот разочарован, что раньше это было мегадешевое место для отдыха, теперь же цена не соответствует товару. Имхо.
979145	Ну ок, вопрос к согражданам, вы дадите денег чуваку с паспортом ЛНР под расписку? А банки почему должны?
979808	Ясно, пойду поср... помироточу.
979732	Вашего мнения тоже никто не запрашивал
979767	наверно боиться в ад попасть
979590	у него и состава преступления нет,только по средневековым законам.
979438	Значит , ВС не нашел законных оснований отменить приговор? Страшно уже становится выражать свои мысли - статью могут за все накрутить 😑
979121	Мотайте на ус, бизнесмены
979767	за омск, за вечный огонь, который не горит?
979106	только после вас МАЙДАНУТЫХ, только после вас!!! 
979106	Малайзия страна третьего мира ? ты с какого?
979732	Мечты сбываются
979590	Оттепель, ёпта (нет)
979767	НИКАКИМ НО В ОТВЕТ ПОЛУЧАТ, ТОЖЕ, ЧТО И ВСЕ ОСТАЛЬНЫЕ!!!!
979145	а почему сбер, газпром, росколхоз и втб24 не хотят работать в Крыму?
979084	Осторожно! Высокая концентрация мамкиных атеистов в комментариях.
979526	> на войнеосторожно, тут пгравый смысл
979084	так вышло. Мне не жалко, а для жены это было очень важно. А мода на атеизм и мое личное мировоззрение не коррелируют между собой. Многие особенности функционирования системы не представляется возможным объективно оценить изнутри системы, а снаружи оказаться возможности нет тем более. Поэтому сильно спорить на религиозные или околорелигиозные темы бессмысленно, как я считаю.
979732	я думал, он поинтереснее что-нибудь придумает. Но нет, одно и то же повторяет
979767	лол, а США каким боком относится к событиям 12 года?
979627	шизофреник, хитрый
979526	возможно, что и так. Возможно, что мой оппонент думает примерно тоже самое и про меня. Но в 21 веке и воевать, да ещё и сажать за смс-ку с предупреждением о надвигающейся проблеме? Видимо, я никогда смысл этого не пойму.
979590	Пынька разошелся.
979732	Ну сейчас Кисель про госдолг США напомнит и как все кругом загнили вокруг
979732	Газпром - национальное достояние! з/п 17 милл.$ в год - это чуть больше 80 000 000 руб.в месяц! 
979808	Вброс,  для отвлечения внимания проблемы рептилойдов
979145	нечего тут догадываться. Боятся санкций. Ровно как и Яндекс, Мегафон, Билайн, Теле2 и другие крупные федералы
979767	простые люди выбрали правительство и должны за свой выбор нести ответственность, МНЕ ПЛЕВАТЬ НА ПРОСТЫХ ЛЮДЕЙ ес и сша, так же как простым людям ес и сша плевать на убийства детей Югославии, Ливии, Ирана, Японии.
979627	совсем перебор( Власть хоть и могущественна, но понятие легитимности у народа есть. В северной Корее от Ким Ир Сена и до Ким чен ына народа держали в ежовых рукавицах.
979627	смерколось...и,вдруг,внезапное просветление...(исключительно о погоде))
979590	А брат Навального по-прежнему сидит.
979084	полмедузы
979767	да это очередной путинский пиар.Сам посадил, сам выпустил.Рейтинг вырос:)
979240	Либо мешал "пилить", либо "пилил" не по понятиям.
979808	Меня единственного смущает не бюст, а наличие церковной комиссии, что они бля комиссируют?
979590	Просто выборы скоро. Задобрить то надо оппозицию. Выборы пройдут этих всех снова посадят.
979590	Так выборы скоро. Как переизберут президента, новых репрессированных посадят по тем же статьям
979590	"Из моей" :)
979627	и что?Он и его партия предлагали много хороших законов
979526	Тетя после приговора даже не хотела обжаловать приговор. Пускай тогда сидела бы дальше, раз желания не было.
979767	ну, во-первых, Русские войска дошли до Парижа к концу 1813 года. Во-вторых, зачем тебе доходить до Вашингтона, если ты двумя комментариями ранее сказала, что все нужно разбомбить ядерными бомбами? Несостыковочка что-то
979356	У половины мира еды нет - они бизнес открывают
979526	Что происходит?
979627	А как он голосовал, когда его принимали? Смешные они...
979526	хоть Путин понял, что это полный абсурд
979808	Фух... пронесло
979438	Помилование предполагает наличие и признание вины. То есть, Севастиди виновна! О, как это мило! Страна готовит войска к вторжению в Грузию, но ихтамнет, а виновна Севастиди. Ничего не упустил? Ах да, теперь у нее судимость, а Солнцеликий милостив.
979590	у него еще суда не было.
979145	если человек родился в Луганске или Донецке - бандит ?
979732	Наканецта. Зороастрийцы хреновы. Зачем просто так жечь газ в тысячах городов, зачем разводить этот культ. Включайте себе на праздники и хорош.
979590	Царь хороший, взялся за внутренние дела, бояре как были говном, так и остались.
979526	ради мирных жителей и проводилась эта операция. А безрассудное поведение этой женщины  могло повлечь  сотни потерь с российской стороны.
979627	то есть штраф норм, за мысль
979732	КТО ВСЕ???? в оМСКЕ ВЕЧНЫЙ ОГОНЬ горит!!!!
979767	ващет 7-е, пусть обратно сажают
979808	Поклонская обвинения людям так же предъявляла, когда прокурором была? 
979767	Путин помиловал Оксану Севастиди, которую посадили за SMS, отправленную в 2008 году. В этой новости прекрасно все. Привет 2017.
979808	Больше верю представителю власти чем комиссиям.
979627	Может уже смело надевать шапку с колокольчиками и жонглировать дыньками перед Солнцеликим
979627	А есть результаты голосования лдпр? Друг спрашивает
979492	Выходил на прошлой неделе из кинотеатра и немного даже прифигел, когда зашел в туалет. Там все кабинки туалетов были стилизованы под фильм. То есть на каждой дверце изображен персонаж, которые стоит...в кабинке туалета. Выглядело забавно.Немного удивлен, что у нас делают такую рекламу, учитывая то, что фильм про героинщиков.
979808	ага щас. Её вместо Матвиенки ещё посадят скоро, как пить дать.😉
979732	в него деньги чтоли подкидывали?
979590	Если тенденция, то пусть Караулову отпустят.
979303	как и раньше Ельцин , до сих пор сидел бы в Кремле , если б не развалился как личность .
979808	проблемы не страны, проблемы новостей.
979627	Шоу для ваты и актёр без Оскара.
979145	Именно потому, что Сбербанк знает чей Крым он и не работает там даже с обладателями российских паспортов.
979438	Какой же он добрый! 😊Вот кому стоит отдать свой голос!
979303	С чистой совестью за Владимира Владимировича, а собаки могут продолжать лаять.
979526	сказочная щедрость.
979627	fatal error
979808	"Горбатого могила исправит", - заметил епископ.Или все, что нужно знать о современном православии.
979438	Предвыборная оттепель?
979121	Эх, шаурму бы в аренду
979145	Отлично :) теперь деньги населения раздают по бамажкам-подтеражкам
979767	что получат? Какие все остальные? Ты что несешь?
979438	зачем ребёнка? С себя можете начать😊
979732	как он может гореть, если все говорят, что он не горит?
979106	ес и сша засадим НЕ СОМНЕВАЙСЯ!!!
979106	головка от буя.
979732	диды зажигаливезде кроме Омска, вот и результат
979303	Выбирай - не выбирай, будет Путин!
979732	я верю своим глазам, а кто тебе звонил я не знаю!!!! Вечный огонь в Омске горит!!!!
979627	И что это?
979808	когда из госдумы в кордебалет, где ей самое место, переведут, тогда и отстанем))
979732	😄😄
979058	Султан везде впихает свою манию
979303	Один фиг победитель известен
979084	может молотком? опечатка
979404	Тарасова в судьях была?
979732	так твоего мнения никто и не спрашивал!!!
979058	судя по твоим "умо"заключениям, ты тупее дерева.
979808	выздоровел? слава богу
979106	В это время малайзийские туристы 👇 
979145	я о том же. Шум из ничего
979145	видимо большие риски. банки не обязаны давать объяснения. стоит только догадываться
979058	Что в политике.что в любовной лирике...он дятел дятлом...наипримитивнейшие ч-стишия..уровня школьника!
979767	точно. Перепутал, наверное)
979732	ахаха
979767	ну так-то водочка полезная в определенных количествах.
979145	тут немного по-другому все. Дать чуваку денег под расписку - это отношения физ. лиц. А банку за подобную операцию может быть "заказан" выход на международный рынок.
979710	Интересно, что там за экспонаты. Куски Эвереста с надписью "ключ от шамбалы" и фотки блаватской?
979145	общие слова, мне бы конкретику - особенно о пользе
979145	Нерезидентам нигде в мире не дают кредиты, хватит брызгать слюной либерастические гоблины 😂
979808	Гениально песню прикрепили к посту
979732	Но фошисты всё равно в Украине, кек
