29534144	4654706	Мигрант приехал в Швейцарию в чемодане
29534144	4655038	Управляющий активами вице-премьера Шувалова подтвердил покупку квартир за 600 000 000 руб. Говорит, что это инвестиции, покупаю и декларирую что хочу, законом не запрещено
29534144	4655356	На Сахалине дети забили палками детеныша тюленя
29534144	4655884	Должникам предложили ограничить доступ к госуслугам по имущественным вопросам
29534144	4656169	Потери стран запада от антироссийских санкций составили $60 млрд; в Тольятти планируют построить второй технопарк; полиция проводит обыски по делу о мошенничестве при строительстве "Зенит-Арены" и другие новости к этому часу
29534144	4656431	Производителей заставят делать «Краковскую» и «Докторскую» колбасу только по советским ГОСТам
29534144	4657141	На Урале подростки избили 12-летнюю девочку. В полиции отказались принимать заявление и ребенок покончил с собой
29534144	4657754	Суд приговорил футболиста "Барселоны" Лионеля Месси к 21 месяцу тюрьмы за уклонение от уплаты налогов.СМИ сообщают, что, вероятнее всего, срок будет условным
29534144	4658223	Четверть камер на московских дорогах — муляжи
29534144	4658657	А у нас появился канал в Телеграме
29534144	4659341	Британия признала, война в Ираке была ошибкой
29534144	4659865	Сотни венесуэльских женщин прорвали границу с Колумбией, ради шопинга
29534144	4660380	Греф рассказал, что любит мемасикиНу чо, может наделаем мемов с Грефом
29534144	4660681	Путин отменил сразу три рабочих поездки; Британия потеряет 2 млн туристов из-за Brexit; в Госдуме призвали ограничить всем футболистам зарплаты после скандала с Мамаевым и Кокориным
29534144	4660816	¯\_(ツ)_/¯
29534144	4661262	Для охраны патриарха задействуют больше 500 человек
29534144	4661695	СМИ нашли парня, который "погиб" сразу в 3 разных терактах
29534144	4662190	РПЦ запустила 2 канала в TelegramНАПОМИНАЕМ! У Лентача тоже есть свой канал в Телеграме
29534144	4662563	Басманный район Москвы. Доблестные герои полицейские жестко реагируют на нарушения общественного порядка. Пожилую бабушку, торгующую у метро черникой и земляникой, скрутили, ягоды высыпали на пол и растоптали, а затем отвезли ее в участок. Вместе с людьми, которые попытались за нее заступиться  Посмотрите видео из разряда "херню творят они, а стыдно мне". И, напомним, зарплату этим героям мы платим из своего кармана
29534144	4663088	Почитайте, чем обернется первая смерть пассажира Tesla по вине автопилота 
29534144	4663540	Создатель Чебурашки заявил, что его персонажу самое место в Госдуме
29534144	4664755	В Крыму открыли памятник отключению электроэнергии
29534144	4664950	Парализованная 85-летняя жительница Ярославской области ни разу не получала пенсию, потому что потеряла паспорт и не может его восстановить
29534144	4665159	В Минздраве заявили, что в России время приема пациента больше чем в Европе
29534144	4665414	Десять лет назад умер основатель  Pink Floyd Сид Барретт#радиолентач
29534144	4665613	В Сургуте вчера прошёл настоящий торнадо
29534144	4666052	МЧС закупило квадрокоптеры по цене почти в 3 раза выше рыночной стоимости 
29534144	4666680	Тони Старк больше не будет Железным человеком. Вместо него спасать человечество будет темнокожая девушка
29534144	4667242	В Петербурге избили режиссера и художника Николая Копейкина; НАТО разместит тысячи военнослужащих в Польше и другие новости к этому часу
29534144	4667705	Путин подписал "антитеррористический" пакет Яровой
29534144	4669271	90% федеральных дорог разбиты
29534144	4669799	В России начали создавать «резервную копию» Рунета
29534144	4670372	В США девушка стримила в фейсбук, как умирает ее парень, подстреленный копами
29534144	4671217	Машина Следственного комитета сбила женщину на переходе в центре Москвы
29534144	4671548	Сноуден прокомментировал подписание "пакета Яровой"
29534144	4672047	Путин подписывает пакет Яровой 07.07.2016
29534144	4672833	Московский суд запретил работодателям требовать отсутствия вредных привычек
29534144	4673633	Штат МВД увеличат на 64 тысячи; в Минкомсвязи утверждают, что поправки Яровой не повлияют на стоимость связи в 2016 году; украинцам хотят разрешить безвизовые короткие путешествия по ЕС
29534144	4674932	Для тех, кто пропустил: Путин сегодня подписал пакет законов Яровой.Теперь власти получат доступ ко всем телефонным разговорам и электронной переписке граждан. Информация об активности пользователей в течение 3-х лет будет храниться на серверах операторов, что приведет к многократному удорожанию их услуг. Кроме того, ограничена миссионерская деятельность, введена статья за «вовлечение в организацию массовых беспорядков», увеличилось количество статей, по которым можно будет судить с 14 лет, появится статья за "недонесение" о совершении преступления.Почитайте, почему сегодня действительно "Черный день" для России 
29534144	4675631	Российские моряки захвачены у берегов Ливии.Пираты захватили греческое судно "Паномарис". На борту было 9 человек, из них 3 россиянина, сообщает "Звезда"
29534144	4676227	Американка распечатала около 15 листов комментариев из Фейсбука, чтобы почитать в метро
29534144	4676887	Археологи нашли "дьюти-фри" 14 века в центре Москвы
29534144	4677577	Суд в Ростове-на-Дону приостановил взыскание $6 млн с банды Цапков в пользу потерпевших
29534144	4678021	Почитайте, как с помощью новой программы господдержки будут спасать отечественный автопром
29534144	4678473	В Ростуризме заявили, что чартеры в Турцию все еще под запретом.Тем, кто уже купил путевку, советуют требовать возврата денег.
29534144	4679627	Сегодня в России отмечается День семьи, любви и верности. Он же День Петра и Февронии
29534144	4679790	Житель Прикамья подстрелил на охоте чиновника
29534144	4680062	В Красном Селе неизвестная девушка зачем-то приволокла к зданию полиции коня и бросила там 
29534144	4680269	4 полицейских убиты и 7 ранены в результате стрельбы во время акции протеста в Далласе
29534144	4680400	В Совете по правам человека и Общественной палате предлагают бороться с шумовым загрязнением городов. Помимо прочего, думают повысить штрафы на громкие машины и мотоциклыНе пошумим.
29534144	4680927	Северокорейский дипломат сбежал с семьёй из России в Белоруссию
29534144	4681554	Операторы пригрозили хреновой связью во время ЧМ-2018 из-за «пакета Яровой»
29534144	4681985	В Америке изобрели бесперебойный источник вина
29534144	4682398	Петиция за расформирование сборной России по футболу собрала больше 300 тыс. подписей; Россия выделила Абхазии миллиард рублей на строительство школ и дорог; названа итоговая стоимость строительства Керченского моста и другие новости к этому часу
29534144	4682940	Во время протестов в Далласе убито уже 5 полицейских. Один из убийц заявил, что заложил бомбу в городе
29534144	4683509	Алармы алармировали алармировали, да не выалармировали
29534144	4683772	Фотограф случайно переснял обои Windows XP. Получились ещё круче оригинальных!
29534144	4684533	Слуцкий рассказал о вечере после игры с Уэльсом
29534144	4684996	Роскомнадзор заблокировал сайты с призывом бойкотировать выборы в Госдуму
29534144	4685560	В Англии пиво впервые создали с помощью искусственного интеллекта
29534144	4685725	ЕС и НАТО подписали декларацию о сотрудничестве; Владимир Путин увеличил штатную численность ВС России; Леонид Слуцкий предложил ограничить зарплаты футболистам, и другие новости к этому часу
29534144	4686137	Британский фунт стал худшей валютой с начала года по версии Bloomberg, упав на 13% по отношению к доллару
29534144	4686430	500 000 человек подписали петицию о роспуске сборной России по футболу
29534144	4686938	Пикчербох
29534144	4687301	В Южной Каролине США начали штрафовать за приспущенные штаны
29534144	4687531	В Питере тело мертвого преподавателя год пролежало в общаге. Никто не заметил ни его отсутствия, ни трупного запаха
29534144	4687958	Почитайте, как компании придумывают новую еду
29534144	4688266	В России готовятся к запуску дешевого конкурента SpaceX Илона Маска
29534144	4688687	США выслали из страны двух российских официальных представителей после избиения американского дипломата в Москве
29534144	4689713	Почта России заявила, что из-за «пакета Яровой» будет принимать посылки открытыми. Иначе придется устанавливать оборудование на 500 млрд
29534144	4689973	МЧС Твери займется 3D-моделированием катастрофПользуясь случаем, решили вспомнить лучшие цитаты начальника тверского отделения
29534144	4690179	Россияне практически перестали покупать автомобили
29534144	4690741	Около 5 000 000 000 000 рублей придётся потратить на выполнение "пакета Яровой"
29534144	4691681	Почитайте, как в России выживают люди с болезнью, лекарство от которой перестали продавать в стране
29534144	4692253	У нас есть три билета на фестиваль музыки и технологий ALFA FUTURE PEOPLE. Отдадим их трем читателям, поделившимся этим постом. Итоги подведем 16 июляКупить билеты можно тут 
29534144	4692568	В Петербурге хотят установить 80-метровую статую Христа
29534144	4693318	Сбежавший из России северокорейский дипломат нашёлся в Украине
29534144	4693701	Первых российских туристов в Турции встретили цветами и коктейлями
29534144	4694226	Госдуме предложили принудительно лечить детей от алкоголизма
29534144	4695054	В Чечне мальчик упал в 170-метровую пропасть, но на высоте 90 метров смог зацепиться за ветку и был спасен
29534144	4695802	В Сирии боевики ИГИЛ подбили сирийский вертолет МИ-25. Два российских летчика погибли
29534144	4696378	В Самаре задержали американского пастора на встрече с ЛГБТ-сообществом
29534144	4697251	На молодежном форуме "Территория смыслов" единороссы вместо ответа на вопрос об ипотеке и низкой зарплате упрекнули девушку за ее шестой айфон
29534144	4699998	Белорусские таможенники вынудили Red Hot Chili Peppers подписать им диски и плакаты Металлики. Объяснения, что они - другая группа, не помоглиПожалуй, #радиолентач
29534144	4700666	В Индии россиянка устроила сидячую забастовку возле дома свекрови, потому что та не пустила ее с мужем жить к себе
29534144	4700987	IAAF не допустила российских легкоатлетов на Олимпиаду в Рио-де-Жанейро. Приняли только одну заявку.
29534144	4702074	В Москве неизвестные с ножом ограбили магазин на 3 бутылки шампуня.Теперь им грозит до 10 лет тюрьмы и штраф до 1 000 000 рублей
29534144	4702656	В Рязанской области местный житель выстрелил в москвича, перепутав его с крупной рыбойДень рыбака на Лентаче
29534144	4703415	В Берлине на демонстрации против расселения самозахваченных зданий левые активисты избили более 100 полицейских
29534144	4703919	В США заключенные выломали дверь камеры, чтобы спасти жизнь охраннику
29534144	4704440	Бизнес-омбудсмен во время визита на Саратовский электроприборный завод спросил, могут ли там делать биткойны."Если родина прикажет, сделаем", — сказали на заводе.
29534144	4705119	ПОРТУГАЛИЯ СТАЛА ЧЕМПИОНОМ ЕВРОПЫ!!! В основное время команды сыграли 0-0. В дополнительное португальцы оказались сильнее 1-0!
29534144	4706746	В Госдуме хотят обсудить введение платного въезда в центры мегаполисов
29534144	4707059	Потери финансового сектора от заморозки пенсионных накоплений до 2019 года составят порядка 5 трлн рублей
29534144	4707535	Правительство расширило список разрешенных наркотических препаратов для снижения боли
29534144	4707804	Лайнер, летевший в Тунис, вернулся в Шереметьево из-за больного ребенка
29534144	4708036	В Австралии во время матча по регби на поле выбежал офигенный черный кот
29534144	4708703	В США обсуждают дальнейшее сокращение ядерных вооружений; продажа путевок в Турцию сбила цены на другие направления и другие новости
29534144	4708934	Гитарист групп Aerosmith Джо Перри потерял сознание во время концерта в Нью-Йорке #радиолентач
29534144	4709284	Маленький болельщик сборной Португалии утешает плачущего французского болельщика после того, как его команда проиграла финал Евро-2016Немного милоты вам в ленту
29534144	4709615	В Сочи запретили купаться с 8 вечера до 8 утра
29534144	4709943	Австралийские медики заявили о победе над СПИДом
29534144	4710658	Российская фигуристка стала популярной в Японии после выступления в образе Сейлор Мун Кавай ^_^
29534144	4711050	Кароч, увеличение пенсий может обанкротить государство, а офшор или замок в Австрии – нет
29534144	4711528	Православный активист, сорвавший концерт Мэнсона в Новосибирске, сдал своего сына в психбольницу за то, что тот не разделяет его взглядовС – семейные ценности
29534144	4712062	В РПЦ не поддержали установку 80-метровой статуи Иисуса Христа; МИД РФ порекомендовал россиянам не ездить в Южный Судан из-за беспорядков; украинские власти сообщили о сносе 1000 памятников Ленину
29534144	4712498	«Метагалактическая гражданская конфедерация России» выдвинула кандидатов на выборы в Госдуму.Собрали их основные тезисы. Кажется, это единственная нормальная партия
29534144	4712958	Офигенная история. Татарин пришел устраиваться в полицию. Его не взяли из-за национальности. Он решил отомстить и выложил на YouTube запись разговора и немного зафотошопил начальство МВД в нацистскую формуТеперь против парня возбудили уголовное дело по 282 статье за "возбуждение вражды, а также за унижение достоинства группы лиц по признакам отношения к социальной группе сотрудники УМВД России по Тверской области"
29534144	4713691	Руководитель администрации украинского президента Борис Ложкин заявил, что украинцы сформировали Канаду такой, какой мы знаем ее сейчас
29534144	4714125	Почитайте, как псевдопатриоты в рунете отреагировали на допуск к Олимпиаде лишь одной российской легкоатлетки под нейтральным флагомОскорбления, обвинения в предательстве вот это вот все
29534144	4714509	Продолжительность жизни растет, но на пенсию выходит все меньше людей
29534144	4714930	Московские власти потратят 45 млн рублей на импортозамещение электронной почты
29534144	4715331	Губернатор Ленобласти предложил спонсорам возвести к статуе Христа постамент в качестве послушания
29534144	4716389	Телеканал HBO снимет фильм про Челябинск в честь чемпиона мира по боксу Сергея Ковалева
29534144	4716567	Астрономы нашли самую далекую планету Солнечной системы
29534144	4716836	Клеймить злостных алиментщиков предлагают "стикерами позора"
29534144	4717077	Регионам сократили бюджет на борьбу с ВИЧ до 30%
29534144	4717586	Дмитрий "А я не в курсе" Песков не знает, подписан ли указ об отставке Астахова.Пресс-секретарь президента НЕ ЗНАЕТ, какие президент подписывает указы. Пока не знает
29534144	4718008	В Казани построят клинику, которая будет работать по законам Шариата
29534144	4718415	Ученые научились определять уровень интеллекта по фото в соцсети. Зеленый цвет на аватарке говорит о высоком IQ, а розовый, фиолетовый или красный о низком
29534144	4719046	СМИ сообщили о миллиардных убытках российских авиакомпаний; россияне стали чаще ходить на выборы по привычке, а не из чувства гражданского долга; Лавров рассказал о нормализации отношений с Турцией и другие новости к полудню
29534144	4719158	Тем временем на главной промышленной выставке страны «Иннопром-2016»
29534144	4719752	У нас есть 4 билета на фестиваль Пикник «Афиши» 30 июля в Москве. Отдадим их четырем читателям, поделившимся этим постом. Итоги подведем 15 июля.Купить билеты можно тут 
29534144	4720039	Суд отклонил иск Навального к ВГТРК по сюжету, в котором его выставили агентом МИ-6.Решили, что сюжет то ли выдуман, то ли вообще про какого-то другого Навального. Норм
29534144	4720523	Pokemon GO за 4,5 часа вышел в топ App Store и поднял акции Nintendo на 25%.Выяснили, как установить игру в России
29534144	4720957	В Италии два поезда столкнулись лоб в лоб.UPD: известно о 20 погибших
29534144	4721611	Яровой не понравилась ее фотка на выставке в Госдуме и она заставила ее убрать
29534144	4722220	Израильский журналист пронес муляж бомбы в несколько самолетов, чтобы доказать их небезопасность
29534144	4722501	Российские бомбардировщики нанесли удары по ИГ в Сирии; московский имам обвиняется в оправдании терроризма; португальская субмарина попала в сети французских рыбаков
29534144	4722866	Социологи выяснили, что политические взгляды влияют на привлекательность людей
29534144	4723148	«Яндекс» ограничил выдачу информации о бывшем доверенном лице Путина Эдуарде Багирове. Сейчас он – кандидат в депутаты Госдумы  Вот пара его цитат, зацените
29534144	4723984	Британский экстремал без страховки перепрыгнул с небоскреба на небоскреб в Гонконге Прям как в Голливуде
29534144	4724605	На Алтае полиция раскрыла кражу табуна лошадей с помощью ОМОНа и вертолетов
29534144	4724863	Расходы по антикризисному плану вырастут на 9%, в то время как в правительстве считают, что кризис "утих" 
29534144	4725242	Роскомнадзор заблокировал сайт "Преступная Россия", публиковавший материалы о преступлениях силовиков и чиновников. Основанием стала жалоба следователя, про которого писали, что он человека у ресторана расстрелял
29534144	4726408	Ведомства исполнительной власти не смогли освоить электронные госуслуги – на 61% страниц услуг в интернете не сказано, как их получить, а почти половину нельзя оплатить
29534144	4726570	Из-за пакета Яровой стоимость почтовой доставки может вырасти на 60%
29534144	4726793	В России значительно сократили финансирование борьбы с ВИЧ 
29534144	4727111	В Минфине хотят контролировать крупные расходы граждан
29534144	4727559	Бывший мэр Благовещенска зарегистрировался кандидатом на выборы в Госдуму, находясь в СИЗО
29534144	4727836	Джордж Буш потанцевал во время панихиды по погибшим полицейским
29534144	4728357	Принят закон о выдаче машин со штрафстоянки до оплаты эвакуации; в России резко увеличилось количество просрочек по кредитным картам и другие новости к этому часу
29534144	4728599	Американцы ловили покемонов в музее Холокоста
29534144	4728939	В итальянском городе Боскотреказе работа органов власти оказалась парализована из-за того, что половину чиновников арестовали за прогулы
29534144	4729346	Жителям поселка Свердлово, переселенным из аварийного жилья, упал на голову потолок новой квартиры
29534144	4729754	За год аудитория православного телеканала "Спас" выросла в 22 раза.Так произошло, потому что Господь сотворил чудо, отдав каналу эфирную кнопку, которую ранее занимал РБК-ТВ
29534144	4730033	Возвращаем ваш 2000. У нас есть 4 VIP-билета на концерт Децла 22 июля в Москве. Отдадим их четырем читателям, поделившимся этим постом. Итоги подведем завтра.Купить билеты можно тут vk.cc/57Ojpv
29534144	4730479	В США создали бота для диагностики депрессии и посттравматического синдромаvk.cc/5nFEAw
29534144	4730719	Июль в Якутии
29534144	4730720	Привет, меня зовут Андрей Коняев. Игорь Белкин и я - создатели этого паблика. И я расскажу вам историю.В марте 2014 года разогнали Ленту.ру и мы отдали паблик группе подписчиков, одним из участников которой был Марк Шеин. Тогда об этом было много публикаций, а историю целиком можно прочитать в книге «Дорогая редакция», составителем которой выступил бывший замглавред Ленты.ру Иван Колпаков. Мы хотели покинуть сообщество совсем, но Шеин уговорил нас остаться на правах «наблюдательного совета», который следит за курсом паблика, но не вмешивается в его работу. С нашей стороны договоренность выполнялась: мы никогда не лезли в редакционную политику. Мы не вмешались когда из паблика были удалены все (за исключением Марка) читатели из группы, которой мы отдавали изначально Лентач. Мы не задавали вопросов и не требовали объяснений, не получали денег. Мы ни разу не порицали публично редакционную политику Лентача. Мы прикрывали Лентач своей репутацией и именами, которыми Марк пользовался при всяком удобном случае.Со временем Лентач стал попадать в непонятные истории. Ситуация стала критической после недавней блокировки Лентача администрацией ВКонтакте. Лентач нарушил правила, однако, вместо того, чтобы признать свою неправоту, Марк объявил о переезде Лентача на Фейсбук (  ). Конфликт был настолько серьезный, что нам пришлось вмешаться ( ).Наконец, последней каплей стала вот эта история. Лентач объявил о создании собственного проекта региональных сообществ «Сейчас». В это же время стало известно, что некая компания под названием «Оператор Региональных Медиа» (на 30% принадлежит Марку Шейну) вложит в развитие проекта большие деньги. Выглядело это не как инвестиция, а как продажа Лентача отдельной компании с неочевидными источниками финансирования —  попытались поговорить об этом с Марком и рассматривали вариант в котором мы уходим из Лентача и перестаем прикрывать все это своими именами. Не получилось. Идеи и принципы, на основе которых мы передавали сообщество, больше не действуют. Марк Шеин сделал очень много для развития этого сообщества, никто никогда не сможет у него этого отнять. Но стремления Марка лежат сейчас в другой плоскости. Мы, как основатели, не видим другого выхода, как освободить Марка от его обязательств по Лентачу. С сегодняшнего момента он не имеет к этому паблику никакого отношения.С командой, которая осталась после него, мы будем разговаривать и решать, как жить дальше. Да, кто-то останется, кто-то уйдет. Лентач поменяется, но мы готовы к этим изменениям. Потому что цель всех этих изменений — развития проекта, его идей и его ценностей.Если у вас остались с Лентачем какие-то вопросы и проекты финансово-партнерского толка, напишите, пожалуйста, об этом письмо на newlentach@gmail.comСегодня в Лентаче день тишины, новых постов не будет.
29534144	4730763	Боксёр, депутат и просто интересная личность Николай Валуев теперь будет вести "Спокойной ночи, малыши!"
29534144	4730772	Лентач, у Ведомостей инсайдерская информация. Мегапопулярная PokemonGo станет доступна в России уже до конца этой недели. 
29534144	4730784	Роспотребнадзор нашёл 37 детских лагерей, которые работали вообще без разрешений
29534144	4730790	поздравляем!Купить билеты можно тут vk.cc/57Ojpv
29534144	4730793	Национальный проект по внедрению телепортации, о котором много говорили в прошлом месяце, отложат из-за отсутствия финансирования
29534144	4730803	Коммунальщики по-своему отреагировали на сегодняшнюю московскую грозу. Слабоумие и поливальная машина.upd: эксперты говорят, что так лучше отмывается. Поверим.
29534144	4730808	Снова важные новости. Петербургские казаки требуют запретить ловить покемонов в России. Говорят, сатанизмом попахивает
29534144	4730812	Лентач, почитай текст о том как кризис повлиял на трудовую миграцию в России
29534144	4730824	Нескольких руководителей академии ФСБ уволят из-за скандального заезда на Гелендвагенах 
29534144	4730831	Учительницу из Перми, которая заклеивала скотчем рты учеников и  заставляла их драться, суд оштрафовал на 30 тысяч рублей. Но учить детей не запретил. 
29534144	4730840	Навальный опубликовал расследование, в котором говорится об использовании семьей вице-премьера Шувалова частного самолёта. В том числе для перевозки собак породы корги. Жена Шувалова ответила, что с помощью бизнес-джета возит корги на выставки, где они защищают честь страны. 
29534144	4730850	Московские власти согласовали митинг против "пакета Яровой". Он состоится 26 июля на площади Яузские Ворота
29534144	4730855	Путин поручил заняться производством оборудования для исполнения  антитеррористического "пакета Яровой". 
29534144	4730857	Роскомнадзор потребовал заблокировать сайт платёжной системы QIWI. Говорят, что распространяли запрещенную на территории РФ информацию. 
29534144	4730868	Лентач, сегодня 15 июля, а значит именины празднуют Фотий, Иувеналий, Владимир и Генрих. А ещё у нас АМНИСТИЯ. Чёрный список пуст и можно больше не сидеть со второго аккаунта. Комменты скоро вернутся.
29534144	4730873	В Ницце грузовик врезался в толпу людей. Предположительно теракт. Выясняем подробности.
29534144	4730874	Появились первые подробности теракта в Ницце: Неизвестные лица на автомобиле врезались в толпу людей, гуляющих по знаменитой Английской набережной. Затем они открыли из машины огонь по людям. По данным телеканала BFM TV, "возникла также перестрелка людей в машине с полицией".
29534144	4730877	Французское телевидение сообщает о 30 погибших и более 10 пострадавших. Грузовик врезался в толпу людей, которые праздновали День взятия Бастилии в районе Маньян (Ницца), затем раздались выстрелы и началась паника. В социальных сетях люди выкладывают видео с места события.
