76982440	408384198	Совсем не фашистский режим.	1	0	NaN	NaN
54669107	62887160	Это гитлеровский план раздела России, но он неполный, потому что у нас бы могли быть земли лишь за Уралом(до завоевания их Японией), вся европейская часть нашей страны была бы поделена между рейхскомиссариатами, на которых бы массово истреблялось коренное население и на которые переселялось бы арийское.	1	0	Волгоград	Канада
29534144	278469020	Ну да, ведь Геббельс был украинцем.	0	0	NaN	NaN
29534144	125150459	ёбаный ад)) ссаные портки путина ещё б приложили - они исцеляют и отгоняют укрофашистов	0	0	NaN	NaN
76982440	1527355	Кто может ещё покушаться на домик для уточки? Только Гитлер. Так что всё логично.	1	0	NaN	NaN
29534144	144747607	Я вообще из Дагестана+ слово	0	0	NaN	NaN
29534144	88769806	зачем? Нацисткими татуировками гордиться надо, а не исправлять	0	0	NaN	NaN
29534144	304136040	Проклятые фашисты , это они по национальному признаку , конечно ...	0	0	NaN	NaN
54669107	411870233	Нехуй с Гитлером быть!	1	0	Волгоград	Канада
29534144	239582777	Что же тут криминального? Он тоже человек, не голый же и не в нацистском мундире	0	0	NaN	NaN
29534144	334059862	А кто виноват?  Те кто ввел санкции в поддержку нацистов революционеров	0	0	NaN	NaN
29534144	6655576	детям с дагестана в клубе состоять не разрешат	0	0	NaN	NaN
29534144	11693008	Пост хрень!! Ставить великого Колчака с Гитлером абсурд!!	0	0	NaN	NaN
29534144	338011900	Таких дибильных историй можно найти сколько угодно. Их как говна в мире. А паблик видимо старается побольше этого говна насобирать. Специально к празднику. Чтобы постараться испортить праздник. Значит праздник не их, то есть они себя причисляют к стороне проигравшей в этот день. К нацистам.	0	0	NaN	NaN
29534144	3545635	Совсем либеральность в голову ударила? В 1945 прошли парадом победители, провели пленных, сжигали фашистские флаги. Традиции ежегодных парадов это дань уважения нашим предкам, которые победили в той войне. Это, блеать, не "ДЕДЫВОЕВАЛИ", не надо к этому сводить.	0	0	NaN	NaN
29534144	6172608	Знаете в чем проблема России как страны? Все намного проще чем вы думаете! Проблема в том, что Россия не дает историческую оценку и не отсекает прошлое, как те же Европейские страны. Они не забывают историю, они ее прекрасно помнят, и ошибки и свершения, но они просто отсекают. Вот Германия, например, был период нацисткой германии, они дали ему НЕГАТИВНУЮ оценку, признали свою вину и отсекли это прошло, оценка уже есть, они не уже не буду ничего и кого-то осветлять. В России же все наоборот, постоянно вспоминают Совок, Сталина, Ленина, Царя, Империю и все с каждым разом все более в положительном ключе, и самое главное прививается обществу. Просто надо не тянуть кота за яй..а, а сказать Сталин это диктатор-тиран-убийца, Империя это прошлое, при этом не очень радужное, сейчас это нонсенс. Иногда стоит признавать свои ошибки и говорить "ДА, мы налажали! Да это плохо!" А сейчас получается как в Совке, !!!все виноваты!!! все слуги сатаны!!! гнилой запад!!!, а Россия святая, помазанная! 	0	0	NaN	NaN
29534144	135874909	Проснулся, значит, полчаса назад и слышу, что мой батя про акцию "Надоел" говорит: "им там американцы по 50 евро заплатили и они вышли". Потом начал говорить, что Путин ничего плохого не сделал, и что они сейчас живут лучше, чем в 90-х, лучше, чем при Ельцине, поэтому Путин хорош и не надо ему уходить... Ну а я пока почти месяц жду хоть какие-то деньги, чтобы хотя бы подстричься ¯\_(ツ)_/¯ Хорошо живем, Путин бог, нэвэльный Гитлер, до свидания...	0	0	NaN	NaN
29534144	421630694	Скверные новости какие последнее время. Кстати в Дагестане нацгвардия мужиков дальнобойщиков уже бить начала. Такие вот дела господа хорошие...	0	0	NaN	NaN
29534144	5877410	• Медведев подал декларацию о доходах; • В Дагестане протестующих дальнобойщиков окружили войска Росгвардии и ОМОН; • На чеченского судью завели дело о причастности к хищению 5 миллиардов рублей из бюджета; • Задержанную на акции протеста в Архангельске забрали в суд из больницы и другие новости к этому часуа также результаты розыгрыша билетов на шоу команды КЛИККЛАК	0	0	NaN	NaN
29534144	155862039	одноглазый гитлер он как на кутузовтолько злее будет	0	0	NaN	NaN
29534144	281914662	Типо перформанс?Ну, черт бы с ними, но только зачем на кладбище это исполнять?Да, Освенцим-это самое жуткое в истории, но кладбище, и хужожественные выступления там-просто банальное неуважение к праху мучительно умерших	0	0	NaN	NaN
29534144	350363185	А что плохого в том что они его с Гитлером сравнивают? Он России проебал войну а живут те граждане  зато лучше как побеждённые	0	0	NaN	NaN
29534144	137896041	Фигню выложили , в ютубе значок выхода из полноэкранного режима тоже похож на нацисткий крест , бред а не пост	0	0	NaN	NaN
29534144	135553977	А вы попробуйте с нацисткой символикой поездить по России!!!Для Хохлов нету разницы СССР или Третий Рейх!	0	0	NaN	NaN
29534144	353874474	Победили фашистов 70 лет назад, больше достижений, похоже, не предвидится.•📢|РАЗ УЖ МЕНЯ КТО-ТО ЛАЙКНУЛ, ПРОСЛЕДУЙТЕ НА СТРАНИЦУ, ТАМ ВАЖНЫЙ СТАТИСТИЧЕСКИЙ ОПРОС|📢 	0	0	NaN	NaN
29534144	165611309	Найдётся в конце концов и на пидоров свой Гитлер!	0	0	NaN	NaN
29534144	198195172	Вахахах, ща бы верить, что Гитлер совершил самоубийство.	0	0	NaN	NaN
76982440	1593425	ну да, чеченцев выбили из Дагестана и они в отместку устроили взрывы домов. Хаттаб же об этом ещё в августе говорил, что теперь будет убивать простых граждан.	1	0	NaN	NaN
29534144	20495857	К сожалению свободу в европе как ни странно и не прискорбно, отвоевал - гитлер. Просто мало кто понимает, что если бы он не напал на совок понимая что это самоубийство, совок бы спас всю европу сделав её ещё одной северной северной кореей, как всегда.На что намекает как бэ, подготовка в второй мировой, постройка десятки тысяч штурмовиков для нападения ИЛ-2 и скоростных танков БТ с резиновыми колесами для европейских дорог, планы, карты европы и отсуствие своих карт, немецкие переводчики в числах военных, снятие всех оборонных сооружений и дорог по направлению север-юг (которые нужны для защиты) и постройка дорог в сторону европы (запад-восток) для облегчения прохода к границе, и так далее и тому подобное. Но самое палевное это идеология коммунизма и мотивация несостоявшегося дворца советов в Москве в котором должны были подписать присоединение к последней ещё не вошедшей в СССР на планете страны. 	0	0	NaN	NaN
29534144	10693003	Не правительство, а сборище мразей и фашистов. И у них есть поддержка части общества! Вы там реально все ебанулись?!	0	0	NaN	NaN
29534144	5395731	В Харькове выпустят дневники Геббельса на украинском языке	0	0	NaN	NaN
29534144	352947669	Бля более тупой пропаганды и подмены понятий я не видел. Геббельс в гробу переворачивается	0	0	NaN	NaN
76982440	34781620	а у вас из "каждого утуюга" в 2014 году везжали что на Украине все нацисты, и что КРЫМ НАШ, ПУТИН ВЕРНУЛ КРЫМ ДОМОЙ, все дела.Нацистов я, кстати, не видел здесь. Как и зигующих бендеровцев.Впрочем стандартная рекция российский власти: если что-то против нас, то за Гитлера (пример — Навальный).	1	0	NaN	NaN
29534144	175952895	я деньги сдавал на этот фильм! а все те, кто пытаются нивелировать данное событие, рассказывая, что такого не было, лично меня такие личности мэсседжи мало колышут. Было или не было, мне лично все равно. И причина очень проста, наши прадеды немцев под Москвой остановили -это факт и это сделали именно они. И я думаю, что в реальности таких боев было куда больше чем один этот эпизод, только мы о них не знаем, так как живых после тех боев осталось очень мало. А данный фильм, это просто собирательный образ, который помогает понять ныне живущим, что там могло происходить и что нашем прадедам пришлось сделать, чтобы остановить фашистов и не сдать Москву.	0	0	NaN	NaN
29534144	15319741	Слабо понимаю такие запреты. Что страшного в том, что бы почитать дневники Геббельса?	0	0	NaN	NaN
76982440	218166560	Пару минут назад Геббельс-ТВ на Втором анале в лице мерзкого очкастого ведущего анонисировало, что, оказывается, Захарова-то посрамила Американскую ведущую! И показали один отрывок длинной в минуту, в стиле - Раша из ноу криминалити. Конечно, про ее позор по поводу геноцида геев в Чечне, Второй анал рассказывать не будет. Зачем? Геббельс такого бы не одобрил!	1	0	NaN	NaN
29534144	45704911	Это как признать пулеметчика фашистов самым полезным, по отношению к обычным солдатам с винтовкой	0	0	NaN	NaN
29534144	85948775	захарова - ватный рупор пропагандыи регнум - яростно пасриотический пропутинский ресурссистема начала жрать сама себя: "-ты фашист! -нет, ты фашист!"регнум заявило, что слова, которые им приписала захарова являются "фашистскими". по словам агенcтва, они никогда не использовали термин "недонарод", и никогда не называли "недогосударством" Беларусь, только Украину, уточняет агенство. 	0	0	NaN	NaN
29534144	15053603	Говорят, что Дагестанская бутылка мягче чеченской.	0	0	NaN	NaN
29534144	1656079	Фашисты, что я могу сказать	0	0	NaN	NaN
29534144	2560471	Путинская гитлеровская тряпка четыре пять 	0	0	NaN	NaN
29534144	18526683	Да казаки самые главные проститутки, всегда были и будут. То они с нацистами, то с коммунистами, теперь еще и с нынешней властью, короче с кем выгодно, у того и сосут. И после этого еще что то пи....т.	0	0	NaN	NaN
29534144	34121630	>Единственный в мире президент который выполняет свои предвыборные обещанияГитлер тож выполнил так то.	0	0	NaN	NaN
76982440	5127	дык в прошлом году какие-то дебилы, например, в волгограде фоткались с такой табличкой, а на ней молодой гитлер (без усов)	1	0	NaN	NaN
29534144	5981846	ле билят,это дагестанские школьники пусть лучше проверят русских на предмет знания синхронного скандиррвания фраз "чечня круто" и "рамзан кадыров-патриот россии"	0	0	NaN	NaN
29534144	33643253	Если в кране нет воды значит выпил клятый Путин, Трамп, Гитлер, фашисты, фашисты, фашисты, ко-ко-ко, кудах, кудах – Современные американские СМИ	0	0	NaN	NaN
54669107	2650505	Единственный из детей Геббельса кто остался жив, так как был на фронте.	1	0	Волгоград	Канада
29534144	142971194	Интересно чё будут делать остальные регионы, если тарифы понизят только Дагестану)))	0	0	NaN	NaN
29534144	331644476	При всех страшных вещах, которые творил Сталин, он оказался тем лидером, который был нужен стране. Когда творится такой пиздец, когда идёт реальный геноцид твоих граждан, никакой дипломат-либерал страну не спасёт. Нужна была жесткая рука и страна её получила. Кто говорит про союз Германии и СССР: а что нам ещё оставалось делать? Весь мир отказывался признать нас, дипломатических дел не иметь. Угрозой номер 1 в мире был не Третий Рейх, а СССР. После Первой Мировой и революции союз России был необходим. Вот мы и нашли Германию (к слову говоря, союз заключили ещё до прихода Гитлера) союза с которой тоже никто не желал. И союз этот оказался более чем взаимовыгоден	0	0	NaN	NaN
29534144	61616982	Дагестан Дагестан Дагестан Дагестан   Дагестан 	0	0	NaN	NaN
29534144	174625436	То, что вспоминала моя бабушка про конец войны — Вы просто совсем не знаете русских...Русская душа...Курка, млеко, яйки... Все помнят эти слова из фильмов про фашистов. А я вспоминаю рассказ бабушки , как все это повторилось в конце войны. Но немного по-другому. Через поселок, в котором она жила, гнали колонну пленных фрицев. И вот эти грязные, в лохмотьях фрицы заходили к русским во дворы, и пытались менять самодельные игрушки, глиняные свистульки и всякое такое на что-нибудь поесть.  Зашел и к ним один такой, и со словами "Либе, катоше" (Хлеба, картошки) начал протягивать им свои самоделки. И они дали ему еды. И многие давали. Ибо не было к этим жалким людям уже какого-то чувства ненависти, а была жалость и Христова любовь. Да, можно было плюнуть ему в лицо, огреть кочергой - никто бы слова не сказал. Но не делали этого.  Когда немец взял, то, что ему дали, у него задрожали руки, и он беззвучно разрыдался. Слезы текли по его впалым, небритым щекам. Он кое как смог выдавить из себя "Данке!", его окрикнул конвойный, и он побрел к колонне.  В семье бабушки на тот момент было три похоронки. Вот такой вот он, русский человек...  Победить врага - это по-русски. А вот измываться над уже поверженным врагом - нет. И когда мне говорят, что вы мол, русские, злорадствуете по поводу того, что происходит на Украине, я всегда вспоминаю эту историю. И могу сказать, что вы просто совсем не знаете русских. © Вадим Сибирский 	0	0	NaN	NaN
29534144	247140818	Про дагестанских дальнобойщиков давайте. А то в камеди-клаб превращаетесь...	0	0	NaN	NaN
29534144	10819611	14/88 — кодовый лозунг (подчас также употребляющийся в качестве приветствия или подписи) у белых националистов.Число 14 может означать: «We must secure the existence of our people and a future for white children»[1] — «Мы должны защитить само существование нашего народа и будущее для белых детей» или также «Because the beauty of the White Aryan woman must not perish from the earth»[2] — «Чтобы красота Белой арийской женщины никогда не исчезла с лика земли!». Оба лозунга длиной в 14 слов придуманы Дэвидом Лэйном, членом организации белых сепаратистов «The Order». Первый лозунг был вдохновлен утверждением Адольфа Гитлера из первой части 8-ой главы книги «Моя борьба», длиной в 88 слов:Мы ведем борьбу за обеспечение существования и за распространение нашей расы и нашего народа. Мы ведем борьбу за обеспечение пропитания наших детей, за чистоту нашей крови, за свободу и независимость нашего отечества. Мы ведем борьбу за то, чтобы народ наш действительно мог выполнить ту историческую миссию, которая возложена на него творцом вселенной. Каждая наша мысль и каждая наша идея, вся наша наука и всё наше знание — всё должно служить только этой цели. Только с этой единственной точки зрения должны мы проверять целесообразность того или другого средства.Число 88 является закодированным приветствием «Heil Hitler!»[3] («Хайль Гитлер!»), поскольку буква «H» стои́т в латинском алфавите восьмой. Число заповедей Дэвида Лэйна также равно восьмидесяти восьми.	0	0	NaN	NaN
29534144	109596229	Все говорят о предательстве чеченцев...предали что? Россию? Совок? Сралина?)Цифры "перехода" к фашистам сильно завышены рузке потреотами, таковых были единицы, в отличии от тех же русских, ибо чеченцы и ингуши народ совсем не политизированный, а вот дезертиров было много, это правда, а что бы нет? Вы же сами, мамкины нигилисты, первыми побежали к мамке под юбку, или к врагу переметнулись бы за айфоны, если америка напала бы на роиссю?А кого предавали чеченцы и ингуши? Каббалистический союз — преемник русской империи, с которой они отчаянно воевали за свою свободу? Воевать в одном ряду с карателями — вот истинное предательство.	0	0	NaN	NaN
29534144	257183576	Такой бред! Я сама в Дагестане живу, у нас не убивают за измены. Прочитали  мнения нескольких дебилов и строите своё мнение о Дагестане. Люди, которые согласятся с этим так называемым "законом" найдутся и в центральной России.	0	0	NaN	NaN
29534144	111668726	Вот только вроде само понятие 14/88 появилось гораздо позже Гитлера	0	0	NaN	NaN
29534144	381288072	Чеченцы дагестанцы точно не хотят быть русскими. У них к нам неприязнь и они всеми силами стараются не ассемелироваться так как их очень мало. А русских больше всех сто раз. Так что этот закон первую очередь опасен для  малочисленных кавказских народов которые борются за выживание.	0	0	NaN	NaN
29534144	135915986	Гитлер прийдя к власти создал рабочие места и построил качественные автобаны. А Кремлевские фашисты и наш Гитлер уничтожили дороги, рабочие места и экономику. Но одна схожесть у Гитлера и кремлевских фашистов все таки есть. Они все привели свой народ в некуда.	0	0	NaN	NaN
29534144	6129938	В одной из дагестанских школ шестиклассник взорвал гранату. СМИ сообщают об одном погибшем и десяти раненых Появились сообщения, что принёс и взорвал гранату в школе ученик 8 класса	0	0	NaN	NaN
76982440	345557423	Ленин все-таки свирепствовал в военное время, а Сталин - в мирное. Разница есть. Фашистский режим у нас в стране до смерти боится союза левых и правых, который худо-бедно держался до 2014 года, вот в чем дело Вступай в невидимый гностический фронт!	1	0	NaN	NaN
29534144	124893821	Попробуйте: возьмите крестьян, организуйте из них армию, а потом на вас нападёт ЛУЧШАЯ армия мира, ничего лучше не было, а за ней стояла оккупированная Европа, которая вся хором работала на Гитлера.	0	0	NaN	NaN
29534144	31719874	"Новости" на первом по такому принципу работают с самого своего основания. Да что там, Гебельс еще нацисткую идею "пихал" через радио. Самый мощный способ манипулирования толпой- СМИ.	0	0	NaN	NaN
29534144	294996100	индонез сербия цилиндр гагарин - что их обьединяет - они дагестанцы))	0	0	NaN	NaN
29534144	246807281	они там в германии офигели иностранцев пускают а гитлера арестовывают что за не уважение к своей истории!	0	0	NaN	NaN
29534144	79488968	Лол, так на Украине советская и нацистская символика является тождественной. Это тоже самое что по Москвабаду проехаться со свастикой, а потом удивленно вопить почему задержали, тот же принцип и со серпом и молотом в Одессе.На Берлин! 	0	0	NaN	NaN
76982440	2016935	так игил, фашисты или нэвэльный (что в сущности одно и то же ежжи), давайте разберемся.	1	0	NaN	NaN
29534144	173374031	Просто оба сожителя были фашистами!	0	0	NaN	NaN
29534144	97230144	Все как в нормальном авторитарном режиме который перерождается в фашисткий и титушки и черносотенцы и все под охранной полицаев все это уже проходили в тоталитарных обществах.. когда власть на любом уровне использует гопников и бандитов для своих преступных целей А ведь могли просто убить и потом бы свалили бы на киргизов или гастарбайтеров как в питерском метро.И что бы такое не повторялось есть общая платформа для обьединения и формулирования общих целей - !Недопущение и неприятие обществом России возможности узурпции 66 летним Путиным полномочий президента еще на 6 лет и участия его в иммитационных выборах...Отмена всего антидемократического законодательства напринятого Путиным после 2012 года от Закона Димы Яковлева и закона о митингах до пакета Яровой и закона кооператива Озера и отмены Платона..Привлечения Путина,Медведева и люде6й совершавших преступления против граждан России и Украины к отвественности..Вот на основе лозунга - ПУТИН НАДОЕЛ.ПУТИН _ УХОДИ должны все обьединяться..Страну давно пора оздоравливать и освобождать от коррупционного путинского говна...Янукович и его вертикаль тоже перед крахом широко использовала титушек..Путину предложить стране кроме узурпации государственной власти нечего и отвечать на факты коррупции и прямых преступлений - нечем - вот и идет показательный прессинг общества - посадки.цензура и путлер.титушки 	0	0	NaN	NaN
29534144	381401292	Жаль, что евреи не оценили юмор фашистов из надписи на воротами Освенцима:" Труд освобождает". И вы, рабы, работайте пожизненно во славу ввх. А в идеале сдохните с его именем  на устах.	0	0	NaN	NaN
29534144	107117263	Если бы войну выиграл рейх а не совок. То в итоге, для истории, всё закончилось бы точно также. Рейх перешёл к стагнации, а затем и распаду, лет через 30-40. Как и совок. он не смог бы удерживать все захваченные территории и бороться с народно-освободительными движениями и подпольем по всей своей территории. распад империи привёл бы в возникновению (возвращению) десятка новых государств. как это было в случае варшавского блока и советского союза.все эти тоталитарные режимы ярко выглядят на краткосрочных дистанциях. "стальная рука наводящая порядок" бла бла бла. но эта стальная рука быстро превращается в удавку. а порядок в казарменно-тюремную затхлость. действительно, гитлер быстро решил вопросы с безработицей (поставив пол страны к станкам и заставив клепать танки и боеприпасы), точно также как в совке была полностью милитаризированная экономика. Весь рейх держался на авторитете и харизме лично гитлера, надрывной патриотической истерике, вся вертикаль, все "рейтинги" нсдап. А что было бы когда он умер? К власти пришёл бы какой нибудь блёклый кабинетный бюррократ Гимлер, фигура на два порядка ниже (аля наш хрущёв). Помните из 17-ти мгновений весны? "фанатики могут добиться победы, но они никогда её не удержат, они устают сами от себя".	0	0	NaN	NaN
54669107	214089226	Фашист!	1	0	Волгоград	Канада
29534144	210951781	Нехороший обычай. Но в Дагестане им никто не злоупотребляет, так как считается позором для семьи девушки , надо запрещать , это противоречит исламу .	0	0	NaN	NaN
29534144	12472281	вспоминается РПЦ-шная газетная статья, где они желают победы Гитлеру, пока он еще был союзником. можете нагуглить	0	0	NaN	NaN
29534144	212978317	лентач делает мемасы прям по заветам гебельса	0	0	NaN	NaN
29534144	5694710	Надо чтобы в облачке у этого рыженького было написано "Все гомосеки - спидозные", или "Фашисты были гомосеками".Хотя столько всего можно понаписать... Он наговорил на несколько томов комиксов)	0	0	NaN	NaN
29534144	254565316	White Power, nigga! кароч. Африканец-альбинос круче Гитлера в плане белизны кожи. 	0	0	NaN	NaN
29534144	232882772	Пять парадоксов российской пропаганды:1. Русских военных в Донбассе нет, но они обязательно победят.2. Майдан организовал Евросоюз, чтобы завоевать Украину, но никому в европе украинцы не нужны.3. США на грани финансового краха, но выделяет миллиарды долларов на финансирование войны в Украине.4. Украинские власти должны уважать желание территории отделиться, но Украина не имела право отсоединяться от России.5. Власть в Украине захватили фашисты, но Обама тупой негритос, а Порошенко гребанный жид	0	0	NaN	NaN
29534144	225806991	Блочат сайты в россииНорот: Так и надо, там фашисты, педофилы и террористы.Блочат российские сайты в УкраинеНорот: Цензура, украшка всё, а еще "Европа"!	0	0	NaN	NaN
76982440	5066667	Очень надеюсь, что французские избиратели окажутся более расчётливыми, чем американски, смогут отличить правду от пропаганды, а политическую программу от обещаний фашистки	1	0	NaN	NaN
54669107	183958186	Воющие про пулеметные очереди в спины солдат от заградотрядов, как же вы заебали 😬Созданные из числа наиболее сознательных и морально устойчивых солдат для предотвращения панического отступления заградотряды действительно получили полномочия расстреливать трусов и паникёров на месте. Однако картина, когда с одной стороны в советских солдат стреляют немцы, а с другой — пулемёты заградотрядов, — плод больного воображения разного рода писателей и режиссёров.  Вот для наглядности сводка НКВД СССР о деятельности заградительных отрядов Донского фронта с 1 августа по 1 октября 1942 года. Всего за этот период заградотрядами было задержано 36 109 солдат и офицеров, сбежавших с передовой. Из них возвращено в свои части и на пересыльные пункты 32 993 человека, направлено в штрафные роты — 1056 человек, направлено в штрафные батальоны — 33 человека, арестовано — 736 человек, расстреляно — 433 человека.  Таким образом, несмотря на суровое время и тяжелейшую ситуацию на фронте, под высшую меру попало чуть более 1 процента тех, кто был задержан заградотрядами. Подавляющее большинство сразу, без дальнейших разбирательств, отправлялось обратно на позиции сражаться с врагом.  По свидетельству ветеранов, с бойцами заградотрядов они практически не встречались, поскольку их позиции находились на достаточном удалении от передовой. Главная задача заградотрядов была в том, чтобы привести в чувство дрогнувших, большинство которых бежали, поддавшись даже не личной трусости, а общему порыву.  Помимо остановки бегущих частей, заградотряды занимались охраной тыла, ликвидируя диверсантов. Кроме того, нередки были случаи, когда заградотряды принимали на себя удары прорвавшихся гитлеровских частей, останавливая вражеское наступление.  Первые загрядотряды стали создаваться еще в ходе отступления советских фронтов в 1941 году, но именно приказ № 227 ввел их в общую практику. К осени 1942 года на линии фронта действовало уже 193 заградительных отряда, 41 заградотряд принял участие в ходе Сталинградской биты. Здесь таким отрядам довелось не только выполнять поставленные приказом № 227 задачи, но и драться с наступающим врагом. Так, в осажденном немцами Сталинграде заградотряд 62-й армии почти полностью погиб в жестоких боях.	1	0	Волгоград	Канада
